timestamp,close,rsi,williamsR,sma14,ema12,wma10,hma14,tripleEma12,cci20,cmo10,macd,ppo,roc14,cmfi20,psi
2002-02-08T00:00+06:00[Asia/Almaty],9744.240234,45.032274220713856057414515320471,-48.180845886854079968723447859252,9753.6150252142857142857142857143,9751.6494550868774308475272827675,9724.1116477818181818181818181818,9679.9101051698412698412698412697,9680.4861342439669134096613672992,-84.482151676800835870926074403401,-9.6974560006257540558370468896276,-82.1803560948412467680404796930,-0.83569024147028368286938553685555,-0.28253990907280652562895987156202,-0.11282034461488201724964041571028,9943.94043
2002-02-11T00:00+06:00[Asia/Almaty],9884.780273,52.118535441131554347306450460268,-14.273328039493219160587274861436,9765.8279157857142857142857142857,9772.1311193812039804599493081614,9749.1680574909090909090909090909,9698.6338866325396825396825396825,9753.2846876517367164801646275501,45.263151378109057127422624515189,1.7250551772919967394477370825554,-65.4728000833503504580004422646,-0.66553604535558425276626574921002,1.7601810973290899523536145184124,-0.038338256857333140275457302323220,9936.66802766
2002-02-12T00:00+06:00[Asia/Almaty],9863.740234,51.057331975373843127922058368680,-19.349571812996573307776294761913,9775.312221,9786.2248293225572145876844708242,9770.0530006,9739.922935007936507936507936508,9797.9695572080883618178364665977,81.627301474546061892631880970229,28.002762516436965727965323678434,-53.3151134409190176372692018332,-0.54184559187779711873772478850918,1.3645136094708056316500550443484,0.010881838008702305289023771994685,9932.1482608668
2002-02-13T00:00+06:00[Asia/Almaty],9989.669922,56.735455802489748373987714261769,-1.8302603055096057619091176977845,9789.1407645,9817.5240743498561054335987548414,9809.3706142545454545454545454545,9814.0618502126984126984126984128,9879.6053364559322682384516582788,165.90478150449494816777413255907,26.434411065729084350590590920614,-33.1366076163255904593473229518,-0.33638969695697159889289371748963,1.9762986872713762645692843344131,0.050794578060379438127172918997592,9580.320313
2002-02-14T00:00+06:00[Asia/Almaty],10001.990234,57.257913580364991346576498898406,-9.6206792831073502240244104701260,9800.7057756428571428571428571429,9845.9034835268013206917610989048,9846.8044742727272727272727272727,9896.8289710190476190476190476192,9942.0684279900895984562053233527,180.42129152125725468064193936868,11.496276868660138288192181507474,-15.9667948863298785925870944696,-0.16190432885007576751574364507955,1.6454150242333017729329905560958,0.10210491144588786300758222779702,9588.67890674
2002-02-15T00:00+06:00[Asia/Almaty],9903.040039,51.843030559321028881523631623243,-28.546559633854883153834160245081,9803.3693498571428571428571428571,9854.6937228303703484973999893548,9864.7566582181818181818181818182,9954.2611751325396825396825396825,9946.0792113332503069576601586688,106.95796943941095397758343977997,-0.52786215893806266780433575324629,-10.2261674780844654870456095268,-0.10366194142266587872370102471169,0.37797470035222866989331779134886,0.012456024564178464869040213642031,9607.2233520304
2002-02-19T00:00+06:00[Asia/Almaty],9745.139648,44.595417071869603410864696562451,-58.747651278012356435239366622668,9812.4335937142857142857142857143,9837.8392497795441406148997031834,9854.0764024727272727272727272727,9952.347457503174603174603174603,9884.7237032403959923072436581545,-4.1910340671766693524565283638341,7.8751120280862525120098170162094,-18.2080299875436505994323940747,-0.18473967779072922490564906750082,1.3193620757299957454982403800916,-0.014576914462790425412797468438707,9625.026019509184
2002-02-20T00:00+06:00[Asia/Almaty],9941.169922,53.320261349700190674543022337542,-23.543907771745512338221456178738,9825.1699915714285714285714285714,9853.7362762749988886100331035416,9877.9825637454545454545454545455,9948.0187877206349206349206349207,9916.6173831037275889844342180859,55.883283692035614785195563045017,27.454668169618894256575415995706,-8.6163843982305473527377033411,-0.087366419501392793426103345596736,1.8264070525547552152469833873539,0.072887400515700894339026909129126,9642.11658028881664
2002-02-21T00:00+06:00[Asia/Almaty],9834.679688,48.822434395937082183183428280691,-46.106845208965797098604582955814,9819.0756835714285714285714285714,9850.8044934634605979813488250160,9877.8770418545454545454545454545,9926.9326217666666666666666666667,9896.3068994404261395283411678002,66.050955403556696826224765127557,18.021770966525605143429198443994,-9.4983173821222132080325515071,-0.096328860931885244179210014963561,-0.86008379032258064516129032258065,0.011664811050260427003100400621692,9658.5235186372639744
2002-02-22T00:00+06:00[Asia/Almaty],9968.150391,54.053863256714078882577719619810,-17.827340052738891138115074779182,9823.4250139285714285714285714286,9868.8577084690820448970870732310,9898.7427379636363636363636363636,9925.3169558968253968253968253967,9933.2400421082080829267131643829,76.317089417562795961559535960183,30.833890550260255439221137365570,0.5661879824312942351870511535,0.0057374468645953915531639060656535,0.61460612155306638196812573613102,0.049625213004910675050875085496233,9674.274179451773415424
2002-02-25T00:00+06:00[Asia/Almaty],10145.709961,59.923053007795374999080630144068,-4.5433335986719320271799380841936,9856.1835937142857142857142857143,9911.4503627046078852085054178528,9945.6609020545454545454545454545,9961.4808913928571428571428571432,10028.510356695114677927016166070,173.73662365974675329086520343883,34.306865425240730905158679956682,22.6093281058571912814138587614,0.22863476141190277182993030562639,4.7343435891023619993174907937811,0.080187643701075159767056878766689,9689.39481383370247880704
2002-02-26T00:00+06:00[Asia/Almaty],10115.259766,58.541947079615383556797610346720,-11.807598221556375740638302022009,9886.8857421428571428571428571429,9942.8056555192835959603099816270,9979.7432174727272727272727272727,10016.699960026984126984126984127,10082.801341253176059608222017760,158.13631987753816951224850277086,21.740444180531691067936876481465,37.1928630389588802835978141030,0.37547261151973557306268385576381,4.4379040666884246550528466342215,0.068507512390959766573489745035487,9718.3883320236803300786176
2002-02-27T00:00+06:00[Asia/Almaty],10127.580078,58.954157102272473611763002399869,-18.914859678589928596877199006251,9920.7564871428571428571428571429,9971.2324897470861203693946863025,10011.875053381818181818181818182,10075.902765687301587301587301587,10123.843201120046280679637204823,159.28470232205510789429637543376,25.093623266201897564858917896167,49.1776761171558289804538425641,0.49564003667466579085495792940790,4.9121650248339794353652718111022,0.10543483223967074847209107512429,9755.867656101785903672328192
2002-02-28T00:00+06:00[Asia/Almaty],10106.129883,57.875219037386192322706660350466,-22.093043390846956493969008213643,9955.0914480714285714285714285714,9991.9859348629190254467854778441,10035.309765763636363636363636364,10122.594764057142857142857142857,10141.730320107400053627770745483,142.69876377902338075222217747358,12.298526640767174618621278077531,56.2959309092798675032572014459,0.56660313362110154546164622637303,4.9939476172104885178745010424422,-0.0059141592193890319498325452450049,9805.80491389160731330509537280
2002-03-01T00:00+06:00[Asia/Almaty],10368.860352,66.066846333331351067467581119682,-0.90628263064571969901333738693046,9999.7071707857142857142857142857,10049.966614422469946058335470241,10104.396200490909090909090909091,10200.474719730158730158730158731,10254.969950454915357847320913801,178.27540321948258461949383777199,30.640108602667863556155087884401,82.1899180209522089865032989501,0.82455617259788450723738165857961,6.4101469483536544753869827466735,-0.0088378368727059090175551966745492,9850.7484459024465819745858355200
2002-03-04T00:00+06:00[Asia/Almaty],10586.820313,71.089557766329386735976741908636,-1.5336014272340625095450962129992,10049.852887928571428571428571429,10132.559491126705341037259623194,10206.441353254545454545454545455,10327.824961591269841269841269842,10418.270014719628445945105454074,222.72984902158522893057541837277,51.944686650644167944815290000890,118.927712014188920344629754437,1.1876581308118480788984408999214,7.1022321246492719079988395408210,0.038980749520086162566753564886028,9913.6442183541529921376355352576
2002-03-05T00:00+06:00[Asia/Almaty],10433.410156,63.918211474972388425305055083644,-19.250657792827660644350375695911,10090.543596642857142857142857143,10178.844208799519905111722238369,10268.161381581818181818181818182,10434.491504173015873015873015873,10469.610453715781398973977955170,171.47093705811985618000146550478,52.464758091846562447205694378416,134.117735102745443217643524987,1.3352054478929570016068166786463,5.7753946118366523073624568446842,0.032336154827096170786827301623660,10009.747973044571573238366560322
2002-03-06T00:00+06:00[Asia/Almaty],10574.290039,67.191339088105710912859615688728,-3.1384449579116416381530259885162,10132.302176428571428571428571429,10239.682028830362998153941240929,10342.981924854545454545454545455,10527.872460322222222222222222222,10555.945079141774498387830617610,158.38736601341651152833946260345,50.378705769107688003844803571659,155.728624370386646705793994588,1.5443211419591674132885338126065,5.8522465863712448696460543573904,0.068825729640847369703106078297100,10092.397202078331552984995241877
2002-03-07T00:00+06:00[Asia/Almaty],10525.370117,64.986781897842443388783278001469,-9.3402744777996370545242649029904,10169.686453785714285714285714286,10283.634042394922537998289081439,10397.396662,10590.496981984126984126984126984,10592.208574275252350293427161949,137.15999112054695093846040257612,57.598268909783096632203564005944,166.983103672722214381702311842,1.6505769022195133748157433291383,5.2327573888330993145418822051611,0.074242109953641226540929974658204,10173.855212305798504507396003177
2002-03-08T00:00+06:00[Asia/Almaty],10572.490234,66.139201293159693950987471461412,-9.8255020873219764885961477100866,10217.504324857142857142857142857,10328.073456488011379417229959699,10447.820685345454545454545454545,10639.252983828571428571428571429,10630.322598902482268447082089770,135.28733466626895122552928531929,54.307999537609957877986068739109,177.656644041529600147883783426,1.7502398898899039412769042350590,6.7600473426703470485685673395064,0.097501199571336380182143521281761,10251.799653030754773696064722605
2002-03-11T00:00+06:00[Asia/Almaty],10611.240234,67.098264792697859878271538291305,-5.6571327403836722264047132276076,10279.368652428571428571428571429,10371.637576105240399057528340945,10494.302166090909090909090909091,10672.903752530158730158730158730,10666.621752090090863581307531315,119.50023999095150876310611132735,47.796147207739023427389017784474,187.085695395535049759636561836,1.8369555930083600070171120887016,8.8875133377667940013084972058473,0.067413451308974243491933827485769,10334.205738024603818956851778084
2002-03-12T00:00+06:00[Asia/Almaty],10632.349609,67.636039263911524815488425739682,-3.6280760869979861365994321269626,10328.738630071428571428571428571,10411.747119627511107897570261164,10536.157528236363636363636363636,10691.605515641269841269841269842,10694.822448870270277345212801122,103.36686287571248748392777234461,53.603859784264577154978834191962,194.025036822228378890550099468,1.8989069701625576961931751705295,6.9526996563091238950859570670962,0.071308509685257350375890357246457,10400.130606019683055165481422467
2002-03-13T00:00+06:00[Asia/Almaty],10501.849609,60.998317344757787513179295592809,-18.668002250526146750287426818802,10376.393624428571428571428571429,10425.609041069432476259876718571,10544.883984145454545454545454545,10671.700528888095238095238095239,10657.677068273810854860317802887,77.550705170762497622129878051617,34.564013159446044534933906282816,186.840474842318839447970194090,1.8248334615025655596773952442835,6.7838500303579993931369206378570,0.039308806438223020281262843329648,10452.870500415746444132385137974
2002-03-14T00:00+06:00[Asia/Almaty],10517.139648,61.475365454102199166583065034457,-21.031798876959428056953399580242,10415.607142785714285714285714286,10439.690672904904403341167250062,10549.585546581818181818181818182,10637.432612797619047619047619048,10631.893671471164606878988188889,65.732583846388999981818735365621,38.174166122777444763821084282300,180.302026546465851871654504988,1.7574344121417401017108023217188,5.5074335304538444538401627732825,0.0073624676340429475743209722924387,10663.830078
